ZONA,FECHA,HORA,ID_QUEJA,LATITUD,GRAVEDAD,LONGITUD,DELITO,TIPO_LUGAR
MANHATTAN,2025-01-07,18:45:00,299051067,40.756643,FELONY,-73.988371,FELONY ASSAULT,RESTAURANT/DINER
MANHATTAN,2025-05-28,23:00:00,307226147,40.747729,FELONY,-73.986838,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-05-09,22:30:00,306164011,40.74902255,FELONY,-73.98803942,FELONY ASSAULT,STREET
MANHATTAN,2025-07-27,06:00:00,310289125,40.758282,FELONY,-73.985295,ROBBERY,STREET
MANHATTAN,2025-07-06,10:59:00,309158869,40.754684,FELONY,-73.986754,FELONY ASSAULT,STREET
MANHATTAN,2025-09-16,09:50:00,313181304,40.718956,FELONY,-73.987074,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-10,18:00:00,299550679,40.7185558077,FELONY,-73.9882000111,FELONY ASSAULT,TRANSIT - NYC SUBWAY
MANHATTAN,2025-01-10,02:59:00,299204193,40.734917,FELONY,-73.986005,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-03-14,00:50:00,302768132,40.770111,FELONY,-73.98784,FELONY ASSAULT,HOSPITAL
MANHATTAN,2025-07-26,03:45:00,310239453,40.717596,FELONY,-73.985352,FELONY ASSAULT,BAR/NIGHT CLUB
MANHATTAN,2025-02-01,12:16:00,300905374,40.726908,FELONY,-73.987352,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-24,13:17:00,299975233,40.762611,FELONY,-73.985877,ROBBERY,BANK
MANHATTAN,2025-07-13,22:00:00,309619788,40.728102,FELONY,-73.986484,BURGLARY,CHURCH
MANHATTAN,2025-09-26,21:17:00,313526901,40.7610362,FELONY,-73.9870157,FELONY ASSAULT,STREET
MANHATTAN,2025-09-19,17:50:00,313201620,40.75543,FELONY,-73.986523,ROBBERY,STREET
MANHATTAN,2025-01-31,11:32:00,300340857,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-05-13,18:50:00,306362477,40.74978831,FELONY,-73.98776859,FELONY ASSAULT,STREET
MANHATTAN,2025-07-21,03:35:00,309948902,40.75474808,FELONY,-73.9878904,FELONY ASSAULT,STREET
MANHATTAN,2025-08-07,20:55:00,310871455,40.760585,FELONY,-73.985927,FELONY ASSAULT,OPEN AREAS (OPEN LOTS)
MANHATTAN,2025-04-16,16:40:00,304849811,40.722637,FELONY,-73.986028,ROBBERY,OTHER
MANHATTAN,2025-03-11,02:15:00,302387929,40.754684,FELONY,-73.986754,ROBBERY,DRUG STORE
MANHATTAN,2025-01-17,19:00:00,299629554,40.74978831616,FELONY,-73.98776859949,FELONY ASSAULT,TRANSIT - NYC SUBWAY
MANHATTAN,2025-01-26,04:39:00,300046159,40.754448,FELONY,-73.988115,ROBBERY,STREET
MANHATTAN,2025-08-18,18:00:00,311879426,40.777255,FELONY,-73.986347,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-09-09,08:50:00,312582410,40.763522,FELONY,-73.987073,FELONY ASSAULT,STREET
MANHATTAN,2025-03-14,11:50:00,302797718,40.757033,FELONY,-73.986238,ROBBERY,STREET
MANHATTAN,2025-02-22,21:45:00,301532595,40.762269,FELONY,-73.987986,ROBBERY,STREET
MANHATTAN,2025-04-01,02:00:00,303964617,40.734984,FELONY,-73.988053,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-05-02,03:15:00,305709104,40.770111,FELONY,-73.98784,FELONY ASSAULT,HOSPITAL
MANHATTAN,2025-02-01,22:45:00,300405255,40.762897,FELONY,-73.987527,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-03-29,20:30:00,303918053,40.75759,FELONY,-73.98659,FELONY ASSAULT,STREET
MANHATTAN,2025-04-05,07:30:00,304415606,40.76785,FELONY,-73.987629,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-04-08,15:45:00,304415596,40.7185558,FELONY,-73.98820001,FELONY ASSAULT,TRANSIT - NYC SUBWAY
MANHATTAN,2025-03-16,21:25:00,302954907,40.757665,FELONY,-73.985777,ROBBERY,STREET
MANHATTAN,2025-09-29,18:20:00,313654258,40.7485121,FELONY,-73.98871441,FELONY ASSAULT,STREET
MANHATTAN,2025-02-03,03:20:00,300542234,40.726908,FELONY,-73.987352,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-05-12,14:34:00,306273832,40.761235,FELONY,-73.985538,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-10,02:08:00,299214279,40.734917,FELONY,-73.986005,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-01-03,21:51:00,298859551,40.771992,FELONY,-73.986468,FELONY ASSAULT,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-01-16,15:54:00,299562542,40.74828972632,FELONY,-73.98817669912,FELONY ASSAULT,TRANSIT - NYC SUBWAY
MANHATTAN,2025-04-07,21:44:00,304354903,40.765399,FELONY,-73.985704,FELONY ASSAULT,PUBLIC BUILDING
MANHATTAN,2025-03-28,21:40:00,303813252,40.712844,FELONY,-73.987706,ROBBERY,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-07-18,03:45:00,309789008,40.758857,FELONY,-73.988618,ROBBERY,STREET
MANHATTAN,2025-04-20,17:33:00,305052111,40.756643,FELONY,-73.988371,FELONY ASSAULT,STREET
MANHATTAN,2025-05-15,00:20:00,306441620,40.763522,FELONY,-73.987073,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-18,16:40:00,299707441,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-05-31,02:30:00,307307324,40.718161,FELONY,-73.986991,FELONY ASSAULT,STREET
MANHATTAN,2025-02-11,14:56:00,300934674,40.718411,FELONY,-73.98542,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-02-07,20:38:00,300809733,40.753258,FELONY,-73.987201,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-09-22,09:00:00,313301434,40.753258,FELONY,-73.987201,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-04-09,17:50:00,304480444,40.762269,FELONY,-73.987986,FELONY ASSAULT,COMMERCIAL BUILDING
MANHATTAN,2025-06-08,16:05:00,307737960,40.74978831,FELONY,-73.98776859,FELONY ASSAULT,TRANSIT - NYC SUBWAY
MANHATTAN,2025-01-25,01:21:00,300011796,40.74117,FELONY,-73.985655,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-09-01,11:11:00,312189905,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-09-24,15:00:00,313411599,40.770111,FELONY,-73.98784,FELONY ASSAULT,HOSPITAL
MANHATTAN,2025-04-29,03:28:00,305580666,40.764433,FELONY,-73.988266,BURGLARY,HOMELESS SHELTER
MANHATTAN,2025-03-29,12:50:00,303888600,40.75603526,FELONY,-73.98694809,FELONY ASSAULT,TRANSIT - NYC SUBWAY
MANHATTAN,2025-04-17,04:30:00,304883946,40.7550334,FELONY,-73.98663788,ROBBERY,STREET
MANHATTAN,2025-05-26,11:58:00,307058727,40.757665,FELONY,-73.985777,ROBBERY,STREET
MANHATTAN,2025-09-06,01:45:00,312445799,40.751399,FELONY,-73.986626,ROBBERY,STREET
MANHATTAN,2025-08-05,07:50:00,310706335,40.710498,FELONY,-73.986419,FELONY ASSAULT,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-07-26,03:15:00,310239011,40.722088,FELONY,-73.988195,ROBBERY,STREET
MANHATTAN,2025-01-04,15:05:00,298887477,40.749121,FELONY,-73.986166,ROBBERY,CLOTHING/BOUTIQUE
MANHATTAN,2025-08-20,08:30:00,311504280,40.722088,FELONY,-73.988195,BURGLARY,STREET
MANHATTAN,2025-02-27,00:30:00,301759914,40.716585,FELONY,-73.988762,BURGLARY,FAST FOOD
MANHATTAN,2025-06-19,18:19:00,308353138,40.74603632,FELONY,-73.98859212,ROBBERY,STREET
MANHATTAN,2025-02-09,19:00:00,300831092,40.729281,FELONY,-73.985621,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-08-06,16:40:00,310791080,40.721117,FELONY,-73.987361,ROBBERY,SMALL MERCHANT
MANHATTAN,2025-01-03,11:49:00,298839998,40.770743,FELONY,-73.987382,ROBBERY,COMMERCIAL BUILDING
MANHATTAN,2025-01-01,01:50:00,298712885,40.762269,FELONY,-73.987986,FELONY ASSAULT,STREET
MANHATTAN,2025-05-04,03:40:00,305806222,40.75979018,FELONY,-73.98792558,ROBBERY,TAXI (YELLOW LICENSED)
MANHATTAN,2025-09-12,08:19:00,312800224,40.747729,FELONY,-73.986838,BURGLARY,BAR/NIGHT CLUB
MANHATTAN,2025-07-09,20:19:00,309357287,40.74828972,FELONY,-73.98817669,ROBBERY,TRANSIT - NYC SUBWAY
MANHATTAN,2025-03-09,00:30:00,302289616,40.757317,FELONY,-73.987879,BURGLARY,HOMELESS SHELTER
MANHATTAN,2025-08-05,22:17:00,310750358,40.75733891,FELONY,-73.98601296,FELONY ASSAULT,STREET
MANHATTAN,2025-02-24,16:15:00,301608450,40.774136,FELONY,-73.98676,FELONY ASSAULT,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-01-28,15:04:00,300159134,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-09-12,04:37:00,312781499,40.75655941,FELONY,-73.98610697,FELONY ASSAULT,STREET
MANHATTAN,2025-06-29,21:38:00,308830434,40.729086,FELONY,-73.988802,FELONY ASSAULT,STREET
MANHATTAN,2025-04-13,00:30:00,304742401,40.7185558,FELONY,-73.98820001,FELONY ASSAULT,STREET
MANHATTAN,2025-05-27,17:46:00,307106896,40.757317,FELONY,-73.987879,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-03-18,10:50:00,303087451,40.747044,FELONY,-73.987128,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-08-24,04:15:00,311757076,40.756917,FELONY,-73.985965,ROBBERY,STREET
MANHATTAN,2025-09-06,23:50:00,312521306,40.75603526,FELONY,-73.98694809,FELONY ASSAULT,TRANSIT - NYC SUBWAY
MANHATTAN,2025-09-13,11:00:00,313448546,40.732829,FELONY,-73.986064,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-05-18,08:30:00,306628798,40.717872,FELONY,-73.986177,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-04-19,23:00:00,305058580,40.747729,FELONY,-73.986838,ROBBERY,BAR/NIGHT CLUB
MANHATTAN,2025-09-26,21:10:00,313523122,40.718684,FELONY,-73.988608,FELONY ASSAULT,STREET
MANHATTAN,2025-06-14,20:50:00,308083919,40.746852,FELONY,-73.985724,ROBBERY,GROCERY/BODEGA
MANHATTAN,2025-06-01,03:50:00,307348352,40.723338,FELONY,-73.98552,ROBBERY,STREET
MANHATTAN,2025-06-20,16:00:00,308520558,40.764775,FELONY,-73.986157,BURGLARY,CONSTRUCTION SITE
MANHATTAN,2025-08-14,05:21:00,311176117,40.75580739,FELONY,-73.98640311,ROBBERY,TRANSIT - NYC SUBWAY
MANHATTAN,2025-04-05,03:30:00,304221753,40.75537384,FELONY,-73.98744633,FELONY ASSAULT,STREET
MANHATTAN,2025-02-10,19:04:00,300869454,40.758857,FELONY,-73.988618,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-01-16,22:19:00,299832422,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-07-04,11:20:00,309126167,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-01-02,23:30:00,298821117,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-08-14,04:50:00,311202489,40.757317,FELONY,-73.987879,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-02-16,13:00:00,302818127,40.758857,FELONY,-73.988618,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-04-28,12:50:00,305467593,40.7485121,FELONY,-73.98871441,FELONY ASSAULT,STREET
MANHATTAN,2025-05-19,19:00:00,306680309,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-08-21,13:11:00,311571949,40.743141,FELONY,-73.98842,FELONY ASSAULT,CLOTHING/BOUTIQUE
MANHATTAN,2025-02-17,14:50:00,301238272,40.716083,FELONY,-73.98713,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-01-08,18:20:00,299204194,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-07-21,17:10:00,309993183,40.71372,FELONY,-73.986088,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-05-11,13:40:00,306230327,40.732829,FELONY,-73.986064,ROBBERY,FAST FOOD
MANHATTAN,2025-02-04,22:35:00,300562447,40.75580739237,FELONY,-73.98640311325,FELONY ASSAULT,STREET
MANHATTAN,2025-06-17,03:14:00,308179062,40.736765,FELONY,-73.98675,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-02-25,23:00:00,301676689,40.7141861994,FELONY,-73.9887021882,ROBBERY,STREET
MANHATTAN,2025-08-08,09:55:00,310898729,40.770459,FELONY,-73.985732,ROBBERY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-08-15,13:45:00,311263023,40.735648,FELONY,-73.988637,FELONY ASSAULT,PUBLIC BUILDING
MANHATTAN,2025-02-19,22:30:00,301726301,40.721621,FELONY,-73.986619,ROBBERY,GROCERY/BODEGA
MANHATTAN,2025-04-23,17:58:00,305230783,40.752017,FELONY,-73.986174,FELONY ASSAULT,LIQUOR STORE
MANHATTAN,2025-07-09,10:11:00,309316416,40.739862,FELONY,-73.986607,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-05-08,00:19:00,306038378,40.75725654,FELONY,-73.98582167,FELONY ASSAULT,STREET
MANHATTAN,2025-08-05,11:18:00,310714746,40.756193,FELONY,-73.986257,BURGLARY,CLOTHING/BOUTIQUE
MANHATTAN,2025-06-29,04:50:00,308803307,40.759913,FELONY,-73.986291,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-03-06,22:01:00,302194825,40.727099,FELONY,-73.988763,ROBBERY,LIQUOR STORE
MANHATTAN,2025-08-10,18:30:00,310990841,40.7498542,FELONY,-73.98793821,FELONY ASSAULT,STREET
MANHATTAN,2025-09-06,15:14:00,312463604,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-03-15,22:04:00,302881180,40.754448,FELONY,-73.988115,FELONY ASSAULT,FAST FOOD
MANHATTAN,2025-03-19,08:35:00,303163857,40.758187,FELONY,-73.988004,ROBBERY,STREET
MANHATTAN,2025-04-20,13:57:00,305047349,40.757665,FELONY,-73.985777,FELONY ASSAULT,FAST FOOD
MANHATTAN,2025-03-28,15:20:00,303832296,40.749121,FELONY,-73.986166,FELONY ASSAULT,CHAIN STORE
MANHATTAN,2025-01-25,01:00:00,300004005,40.727484,FELONY,-73.98693,FELONY ASSAULT,BAR/NIGHT CLUB
MANHATTAN,2025-04-16,14:14:00,304841650,40.75543,FELONY,-73.986523,ROBBERY,CHAIN STORE
MANHATTAN,2025-09-15,02:47:00,312905657,40.761645,FELONY,-73.98844,ROBBERY,STREET
MANHATTAN,2025-04-07,02:00:00,304298706,40.765059,FELONY,-73.987806,FELONY ASSAULT,STREET
MANHATTAN,2025-01-11,02:45:00,299249612,40.753971,FELONY,-73.986979,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-01-21,13:22:00,299790546,40.754448,FELONY,-73.988115,FELONY ASSAULT,STREET
MANHATTAN,2025-05-15,07:57:00,306469086,40.732293,FELONY,-73.98792,BURGLARY,BAR/NIGHT CLUB
MANHATTAN,2025-01-28,12:35:00,300151908,40.72347,FELONY,-73.986863,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-08-09,01:15:00,310922177,40.75759,FELONY,-73.98659,FELONY ASSAULT,STREET
MANHATTAN,2025-05-24,03:00:00,306950847,40.729086,FELONY,-73.988802,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-09-27,04:30:00,313547291,40.75603526,FELONY,-73.98694809,ROBBERY,STREET
MANHATTAN,2025-03-30,19:27:00,303888595,40.718161,FELONY,-73.986991,ROBBERY,FAST FOOD
MANHATTAN,2025-06-07,01:20:00,307682761,40.74717,FELONY,-73.98838,FELONY ASSAULT,STREET
MANHATTAN,2025-02-13,22:00:00,301069345,40.7579728906,FELONY,-73.98553636939,ROBBERY,STREET
MANHATTAN,2025-05-18,20:35:00,306643726,40.770743,FELONY,-73.987382,ROBBERY,CHAIN STORE
MANHATTAN,2025-08-03,20:50:00,310643633,40.774434,FELONY,-73.988403,ROBBERY,STREET
MANHATTAN,2025-04-28,18:00:00,305486224,40.75603526,FELONY,-73.98694809,ROBBERY,MOBILE FOOD
MANHATTAN,2025-05-02,22:30:00,305753499,40.711468,FELONY,-73.987529,FELONY ASSAULT,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-05-08,07:00:00,306058167,40.77041504,FELONY,-73.98761679,FELONY ASSAULT,STREET
MANHATTAN,2025-09-18,22:40:00,313151959,40.72301027,FELONY,-73.9857532,ROBBERY,STREET
MANHATTAN,2025-09-13,11:15:00,312840937,40.758857,FELONY,-73.988618,ROBBERY,STREET
MANHATTAN,2025-01-09,11:30:00,299171748,40.763522,FELONY,-73.987073,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-06-14,04:40:00,308060305,40.749756,FELONY,-73.985616,FELONY ASSAULT,STREET
MANHATTAN,2025-03-26,21:15:00,303695456,40.746237,FELONY,-73.986172,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-08-16,09:11:00,311300383,40.772923,FELONY,-73.985787,FELONY ASSAULT,STREET
MANHATTAN,2025-01-18,06:05:00,299645419,40.762269,FELONY,-73.987986,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-02-17,20:20:00,301241952,40.75543,FELONY,-73.986523,ROBBERY,CHAIN STORE
MANHATTAN,2025-04-07,00:30:00,304296867,40.7616592,FELONY,-73.98656074,ROBBERY,STREET
MANHATTAN,2025-01-30,23:35:00,300314185,40.71276988067,FELONY,-73.98848239254,ROBBERY,STREET
MANHATTAN,2025-03-05,16:16:00,302217254,40.746363,FELONY,-73.987424,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-20,12:00:00,299731797,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-05-05,20:15:00,305885735,40.764775,FELONY,-73.986157,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-02-27,19:00:00,301799523,40.762269,FELONY,-73.987986,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-12,21:00:00,299392580,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-07-10,22:05:00,309419064,40.72326034,FELONY,-73.98843007,FELONY ASSAULT,STREET
MANHATTAN,2025-03-16,21:00:00,302954902,40.715164,FELONY,-73.987091,ROBBERY,STREET
MANHATTAN,2025-08-04,03:09:00,310649760,40.770111,FELONY,-73.98784,FELONY ASSAULT,HOSPITAL
MANHATTAN,2025-08-31,12:45:00,312155836,40.749681,FELONY,-73.987957,BURGLARY,CLOTHING/BOUTIQUE
MANHATTAN,2025-09-15,09:15:00,312925544,40.739862,FELONY,-73.986607,ROBBERY,CHAIN STORE
MANHATTAN,2025-01-18,03:00:00,299642193,40.74902255993,FELONY,-73.98803942303,FELONY ASSAULT,STREET
MANHATTAN,2025-06-04,05:00:00,307519297,40.720201,FELONY,-73.988735,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-03-12,23:00:00,302701861,40.765399,FELONY,-73.985704,FELONY ASSAULT,STREET
MANHATTAN,2025-03-19,22:04:00,303220842,40.754684,FELONY,-73.986754,FELONY ASSAULT,DRUG STORE
MANHATTAN,2025-08-07,20:55:00,310871457,40.760585,FELONY,-73.985927,FELONY ASSAULT,OTHER
MANHATTAN,2025-08-04,08:00:00,310667959,40.716083,FELONY,-73.98713,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-01-07,19:13:00,299051066,40.7543170491,FELONY,-73.98686541973,ROBBERY,STREET
MANHATTAN,2025-06-08,10:50:00,307735070,40.757033,FELONY,-73.986238,ROBBERY,STREET
MANHATTAN,2025-08-05,16:45:00,310736736,40.731652,FELONY,-73.988384,ROBBERY,STREET
MANHATTAN,2025-09-16,18:18:00,313011382,40.772275,FELONY,-73.988118,FELONY ASSAULT,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-02-06,13:20:00,300666307,40.756643,FELONY,-73.988371,ROBBERY,CHAIN STORE
MANHATTAN,2025-02-02,23:30:00,300468779,40.722088,FELONY,-73.988195,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-06-10,16:18:00,307863004,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-07-29,19:40:00,310404502,40.758282,FELONY,-73.985295,ROBBERY,STREET
MANHATTAN,2025-04-05,18:57:00,304255400,40.756643,FELONY,-73.988371,FELONY ASSAULT,RESTAURANT/DINER
MANHATTAN,2025-06-30,04:20:00,308834894,40.761645,FELONY,-73.98844,FELONY ASSAULT,STREET
MANHATTAN,2025-01-23,11:55:00,299907044,40.762269,FELONY,-73.987986,ROBBERY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-06,18:59:00,298993401,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-06-05,10:51:00,307626989,40.765685,FELONY,-73.987351,BURGLARY,BAR/NIGHT CLUB
MANHATTAN,2025-04-17,14:45:00,304910538,40.762611,FELONY,-73.985877,ROBBERY,BANK
MANHATTAN,2025-02-14,20:14:00,301115380,40.75925,FELONY,-73.986634,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-04-01,02:39:00,303947257,40.74828972,FELONY,-73.98817669,ROBBERY,TRANSIT - NYC SUBWAY
MANHATTAN,2025-03-28,19:30:00,303839042,40.767224,FELONY,-73.988084,BURGLARY,STREET
MANHATTAN,2025-08-26,21:10:00,311937865,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-01-19,19:20:00,299961416,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-08-26,06:00:00,311892651,40.758857,FELONY,-73.988618,ROBBERY,HOMELESS SHELTER
MANHATTAN,2025-05-26,23:00:00,307061019,40.763522,FELONY,-73.987073,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-06-27,01:55:00,308732191,40.74018427,FELONY,-73.98636299,ROBBERY,TRANSIT - NYC SUBWAY
MANHATTAN,2025-01-21,01:00:00,299769310,40.712999,FELONY,-73.985993,FELONY ASSAULT,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-02-26,15:30:00,301722519,40.76911688416,FELONY,-73.98855929248,ROBBERY,STREET
MANHATTAN,2025-01-05,02:24:00,298909406,40.721862,FELONY,-73.987458,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-04,11:18:00,298912045,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-01-05,20:00:00,299047345,40.763522,FELONY,-73.987073,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-05-02,18:00:00,305873603,40.755069,FELONY,-73.98767,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-02-16,23:30:00,301189600,40.764149,FELONY,-73.986614,BURGLARY,CONSTRUCTION SITE
MANHATTAN,2025-03-27,00:35:00,303713887,40.744992,FELONY,-73.988015,FELONY ASSAULT,HOTEL/MOTEL
MANHATTAN,2025-09-07,21:14:00,312540768,40.723338,FELONY,-73.98552,BURGLARY,RESIDENCE - PUBLIC HOUSING
MANHATTAN,2025-04-26,02:20:00,305364833,40.756643,FELONY,-73.988371,FELONY ASSAULT,STREET
MANHATTAN,2025-01-17,06:00:00,302035088,40.757317,FELONY,-73.987879,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-05-25,14:16:00,307009030,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-08-13,16:20:00,311152805,40.749121,FELONY,-73.986166,ROBBERY,CLOTHING/BOUTIQUE
MANHATTAN,2025-02-24,01:10:00,301565688,40.762269,FELONY,-73.987986,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-09-22,09:00:00,313301435,40.753258,FELONY,-73.987201,BURGLARY,COMMERCIAL BUILDING
MANHATTAN,2025-07-01,13:00:00,308910524,40.775062,FELONY,-73.987946,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-07-22,09:00:00,310021417,40.754448,FELONY,-73.988115,ROBBERY,STREET
MANHATTAN,2025-05-05,15:10:00,305870397,40.719219,FELONY,-73.985494,FELONY ASSAULT,STREET
MANHATTAN,2025-06-10,17:10:00,307868858,40.762611,FELONY,-73.985877,ROBBERY,FOOD SUPERMARKET
MANHATTAN,2025-08-13,07:40:00,311132147,40.74912962,FELONY,-73.9882379,FELONY ASSAULT,STREET
MANHATTAN,2025-06-22,05:10:00,308455573,40.720664,FELONY,-73.988063,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-02-10,03:14:00,300832894,40.743735,FELONY,-73.986948,BURGLARY,STREET
MANHATTAN,2025-02-25,16:48:00,301704645,40.764149,FELONY,-73.986614,BURGLARY,CONSTRUCTION SITE
MANHATTAN,2025-01-16,01:52:00,299528826,40.752535,FELONY,-73.988369,FELONY ASSAULT,STREET
MANHATTAN,2025-08-11,16:35:00,311031225,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-03-16,06:14:00,302904297,40.744918,FELONY,-73.9888,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-05-24,21:00:00,306981080,40.721862,FELONY,-73.987458,FELONY ASSAULT,STREET
MANHATTAN,2025-06-19,15:15:00,308340175,40.725086,FELONY,-73.988682,FELONY ASSAULT,STREET
MANHATTAN,2025-02-22,21:00:00,301595923,40.747044,FELONY,-73.987128,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-09-22,00:05:00,313307063,40.743707,FELONY,-73.985923,BURGLARY,RESTAURANT/DINER
MANHATTAN,2025-04-08,16:38:00,304398223,40.765399,FELONY,-73.985704,FELONY ASSAULT,PUBLIC BUILDING
MANHATTAN,2025-08-18,23:19:00,311401339,40.732139,FELONY,-73.986565,FELONY ASSAULT,RESIDENCE - APT. HOUSE
MANHATTAN,2025-02-10,19:04:00,300869455,40.758857,FELONY,-73.988618,FELONY ASSAULT,HOMELESS SHELTER
MANHATTAN,2025-04-21,11:09:00,305082521,40.756643,FELONY,-73.988371,BURGLARY,DEPARTMENT STORE
MANHATTAN,2025-01-26,18:20:00,300069539,40.760729,FELONY,-73.987247,FELONY ASSAULT,STREET
MANHATTAN,2025-09-13,02:50:00,313151636,40.759913,FELONY,-73.986291,ROBBERY,STREET
MANHATTAN,2025-06-13,00:30:00,308107832,40.728294,FELONY,-73.987897,BURGLARY,RESIDENCE - APT. HOUSE
MANHATTAN,2025-01-18,23:05:00,299709971,40.739862,FELONY,-73.986607,BURGLARY,CHAIN STORE
MANHATTAN,2025-03-14,23:15:00,302820481,40.74902255993,FELONY,-73.98803942303,ROBBERY,STREET
